code_module,code_presentation,id_student,dataplus,dualpane,externalquiz,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,target
BBB,2014B,571880,0,0,0,184,0,124,0,1,44,0,0,0,0,33,0,9,0,27,11,1
BBB,2014B,571897,0,0,0,73,0,92,0,1,1,0,0,0,0,37,0,24,0,42,16,1
BBB,2014B,571954,0,0,0,47,0,73,0,3,2,0,0,0,0,25,0,8,0,7,5,1
BBB,2014B,572187,0,0,0,96,0,116,0,0,0,0,0,0,0,40,0,1,0,4,4,0
BBB,2014B,572290,0,0,0,13,0,29,0,0,0,0,0,0,0,38,0,0,0,3,1,1
BBB,2014B,573108,0,0,0,541,0,156,0,2,50,0,0,0,0,32,0,12,0,32,21,0
BBB,2014B,573323,0,0,0,0,0,23,0,0,10,0,0,0,0,28,0,9,0,25,11,1
BBB,2014B,573488,0,0,0,0,1,5,0,0,0,0,0,0,0,33,0,1,0,5,3,1
BBB,2014B,573496,0,0,0,36,0,31,0,0,1,0,0,0,0,26,0,2,0,5,1,1
BBB,2014B,573806,0,0,0,248,0,74,0,1,0,0,0,0,0,30,0,3,0,6,6,1
BBB,2014B,573824,0,0,0,24,0,41,0,0,3,0,0,0,0,45,0,15,0,41,8,0
BBB,2014B,573851,0,0,0,29,0,34,0,0,5,0,0,0,0,32,0,1,0,3,15,1
BBB,2014B,573853,0,0,0,0,0,15,0,0,0,0,0,0,0,33,0,6,0,6,1,1
BBB,2014B,574569,0,0,0,7,0,21,0,0,0,0,0,0,0,45,0,7,0,10,1,1
BBB,2014B,574935,0,0,0,217,0,112,0,1,6,0,0,0,0,2,0,12,0,27,15,0
BBB,2014B,574944,0,0,0,21,0,13,0,0,0,0,0,0,0,14,0,2,0,1,2,0
BBB,2014B,575251,0,0,0,5,0,31,0,0,0,0,0,0,0,30,0,2,0,4,4,0
BBB,2014B,575602,0,0,0,3,0,96,0,0,12,0,0,0,0,43,0,42,0,72,11,1
BBB,2014B,575680,0,0,0,23,0,53,0,0,0,0,0,0,0,31,0,27,0,40,4,1
BBB,2014B,575980,0,0,0,26,0,12,0,1,0,0,0,0,0,0,0,2,0,6,3,0
BBB,2014B,575990,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,4,3,0
BBB,2014B,576375,0,0,0,142,0,39,0,0,10,0,0,0,0,31,0,1,0,8,3,1
BBB,2014B,576738,0,0,0,225,0,178,0,1,23,0,0,0,0,31,0,14,0,29,0,1
BBB,2014B,577304,0,0,0,16,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0
BBB,2014B,577527,0,0,0,115,0,39,0,0,10,0,0,0,0,30,0,9,0,7,1,1
BBB,2014B,577676,0,0,0,179,0,114,0,0,12,0,0,0,0,30,0,5,0,14,10,1
BBB,2014B,577905,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BBB,2014B,578003,0,0,0,25,0,21,0,0,0,0,0,0,0,32,0,3,0,9,6,0
BBB,2014B,578282,0,0,0,49,0,55,0,1,10,0,0,0,0,31,0,33,0,53,21,0
BBB,2014B,578574,0,0,0,297,0,102,0,1,47,0,0,0,0,45,0,5,0,15,1,1
BBB,2014B,579255,0,0,0,144,0,47,0,0,6,0,0,0,0,38,0,55,0,0,0,0
BBB,2014B,579537,0,0,0,6,0,23,0,0,6,0,0,0,0,32,0,4,0,12,1,1
BBB,2014B,579720,0,0,0,313,0,73,0,2,2,0,0,0,0,37,0,17,0,6,2,0
BBB,2014B,580688,0,0,0,1669,1,258,0,0,13,0,0,0,0,30,0,12,0,39,4,1
BBB,2014B,581222,0,0,0,86,0,86,0,0,4,0,0,0,0,37,0,17,0,25,8,1
BBB,2014B,581353,0,0,0,211,0,215,0,0,19,0,0,0,0,41,0,1,0,10,1,1
BBB,2014B,581459,0,0,0,84,1,11,0,0,0,0,0,0,0,14,0,8,0,21,10,0
BBB,2014B,582742,0,0,0,89,0,86,0,0,0,0,0,0,0,51,0,32,0,15,22,0
BBB,2014B,583102,0,0,0,24,0,45,0,0,0,0,0,0,0,17,0,1,0,30,6,0
BBB,2014B,583950,0,0,0,49,0,9,0,2,0,0,0,0,0,35,0,3,0,4,6,0
BBB,2014B,584762,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
BBB,2014B,585048,0,0,0,54,2,124,0,1,16,0,0,0,0,55,0,40,0,60,12,1
BBB,2014B,585150,0,0,0,67,0,58,0,1,3,0,0,0,0,27,0,13,0,21,4,1
BBB,2014B,585547,0,0,0,472,0,110,0,0,14,0,0,0,0,44,0,16,0,19,7,1
BBB,2014B,585727,0,0,0,3,0,22,0,0,3,0,0,0,0,12,0,4,0,12,2,0
BBB,2014B,586086,0,0,0,536,3,128,0,0,35,0,0,0,0,25,0,18,0,27,8,1
BBB,2014B,586111,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,2,2,0
BBB,2014B,586712,0,0,0,480,0,205,0,1,41,0,0,0,0,46,0,30,0,45,12,1
BBB,2014B,586995,0,0,0,255,0,115,0,0,15,0,0,0,0,53,0,3,0,15,28,1
BBB,2014B,587181,0,0,0,8,1,8,0,0,0,0,0,0,0,16,0,18,0,12,6,1
BBB,2014B,587524,0,0,0,705,0,159,0,6,18,0,0,0,0,36,0,4,0,15,7,1
BBB,2014B,587538,0,0,0,37,0,32,0,0,0,0,0,0,0,34,0,5,0,4,9,1
BBB,2014B,587780,0,0,0,321,0,180,0,0,11,0,0,0,0,36,0,12,0,27,34,1
BBB,2014B,588039,0,0,0,41,1,43,0,0,6,0,0,0,0,37,0,5,0,11,2,1
BBB,2014B,588302,0,0,0,448,0,166,0,0,11,0,0,0,0,62,0,19,0,24,7,1
BBB,2014B,588459,0,0,0,97,0,30,0,0,0,0,0,0,0,40,0,1,0,2,1,0
BBB,2014B,588484,0,0,0,9,0,8,0,0,8,0,0,0,0,37,0,1,0,1,0,1
BBB,2014B,588495,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,588592,0,0,0,1,0,48,0,0,0,0,0,0,0,16,0,3,0,4,7,0
BBB,2014B,588685,0,0,0,20,0,37,0,0,0,0,0,0,0,29,0,1,0,4,4,0
BBB,2014B,589333,0,0,0,69,0,42,0,0,4,0,0,0,0,42,0,5,0,10,9,1
BBB,2014B,589444,0,0,0,104,0,59,0,0,31,0,0,0,0,43,0,12,0,18,3,1
BBB,2014B,589862,0,0,0,72,0,63,0,0,10,0,0,0,0,55,0,10,0,15,7,1
BBB,2014B,589997,0,0,0,110,0,33,0,0,2,0,0,0,0,25,0,11,0,21,1,1
BBB,2014B,590408,0,0,0,93,2,88,0,1,1,0,0,0,0,30,0,10,0,18,7,0
BBB,2014B,590812,0,0,0,18,0,38,0,0,0,0,0,0,0,1,0,1,0,7,8,0
BBB,2014B,590870,0,0,0,159,0,8,0,0,1,0,0,0,0,0,0,4,0,8,5,0
BBB,2014B,591094,0,0,0,177,0,107,0,0,31,0,0,0,0,42,0,5,0,14,9,0
BBB,2014B,591547,0,0,0,157,2,92,0,0,0,0,0,0,0,62,0,34,0,61,4,0
BBB,2014B,591725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,591743,0,0,0,6,0,24,0,0,1,0,0,0,0,30,0,12,0,19,6,0
BBB,2014B,592193,0,0,0,37,0,34,0,0,8,0,0,0,0,25,0,0,0,1,5,1
BBB,2014B,592602,0,0,0,37,0,66,0,0,1,0,0,0,0,16,0,3,0,7,21,0
BBB,2014B,592725,0,0,0,15,0,21,0,0,1,0,0,0,0,26,0,2,0,4,4,1
BBB,2014B,593345,0,0,0,47,0,37,0,0,0,0,0,0,0,29,0,5,0,9,2,0
BBB,2014B,594061,0,0,0,1638,0,138,0,0,14,0,0,0,0,49,0,103,0,70,9,1
BBB,2014B,594417,0,0,0,0,0,15,0,0,0,0,0,0,0,30,0,0,0,1,5,1
BBB,2014B,595047,0,0,0,93,0,166,0,0,10,0,0,0,0,28,0,69,0,83,43,1
BBB,2014B,596171,0,0,0,32,0,60,0,0,2,0,0,0,0,36,0,20,0,19,7,1
BBB,2014B,596533,0,0,0,125,0,138,0,1,8,0,0,0,0,32,0,19,0,40,23,1
BBB,2014B,597316,0,0,0,679,0,135,0,0,0,0,0,0,0,58,0,3,0,14,9,1
BBB,2014B,597321,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BBB,2014B,597610,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,597730,0,0,0,84,0,56,0,0,2,0,0,0,0,81,0,2,0,3,3,0
BBB,2014B,597882,0,0,0,925,1,163,0,0,8,0,0,0,0,35,0,6,0,13,6,1
BBB,2014B,598250,0,0,0,56,0,37,0,0,14,0,0,0,0,31,0,0,0,3,1,0
BBB,2014B,598313,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,2,0,0
BBB,2014B,598415,0,0,0,1,0,51,0,0,0,0,0,0,0,35,0,33,0,34,13,0
BBB,2014B,598451,0,0,0,41,0,13,0,1,0,0,0,0,0,22,0,6,0,10,2,0
BBB,2014B,598495,0,0,0,479,0,97,0,3,16,0,0,0,0,2,0,23,1,53,13,0
BBB,2014B,598614,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,2,0,3,0,1
BBB,2014B,598624,0,0,0,21,0,31,0,0,3,0,0,0,0,28,0,4,0,11,0,1
BBB,2014B,598694,0,0,0,17,0,114,0,0,16,0,0,0,0,95,0,20,0,23,14,1
BBB,2014B,598836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BBB,2014B,598918,0,0,0,350,0,132,0,1,1,0,0,0,0,45,0,4,0,10,3,1
BBB,2014B,599132,0,0,0,130,1,35,0,0,1,0,0,0,0,30,0,3,0,7,2,1
BBB,2014B,599161,0,0,0,1433,4,160,0,2,14,0,0,0,0,28,0,12,0,20,34,0
BBB,2014B,599202,0,0,0,841,7,280,0,0,19,0,0,0,0,37,0,7,0,14,38,1
BBB,2014B,599207,0,0,0,1153,2,288,0,1,3,0,0,0,0,27,0,14,0,28,52,1
BBB,2014B,599495,0,0,0,305,0,85,0,1,11,0,0,0,0,34,0,11,0,20,6,1
BBB,2014B,599769,0,0,0,22,0,153,0,0,30,0,0,0,0,61,0,11,0,61,26,0
BBB,2014B,599990,0,0,0,48,0,44,0,0,7,0,0,0,0,36,0,9,0,31,9,1
BBB,2014B,600407,0,0,0,275,0,66,0,0,0,0,0,0,0,22,0,0,0,9,1,0
BBB,2014B,601010,0,0,0,127,2,98,0,1,2,0,0,0,0,37,0,11,0,16,6,1
BBB,2014B,601238,0,0,0,147,0,72,0,0,7,0,0,0,0,30,0,7,0,22,9,1
BBB,2014B,601356,0,0,0,325,1,179,0,0,53,0,0,0,0,33,0,2,0,33,28,1
BBB,2014B,601616,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,3,0,4,1,1
BBB,2014B,601862,0,0,0,46,0,23,0,0,0,0,0,0,0,39,0,1,0,4,1,1
BBB,2014B,602011,0,0,0,20,0,79,0,0,5,0,0,0,0,40,0,7,0,15,14,0
BBB,2014B,602815,0,0,0,25,4,17,0,0,10,0,0,0,0,27,0,1,0,12,6,0
BBB,2014B,602898,0,0,0,8,0,51,0,0,4,0,0,0,0,0,0,31,0,29,8,0
BBB,2014B,602929,0,0,0,3,0,50,0,0,2,0,0,0,0,16,0,9,0,17,3,0
BBB,2014B,602991,0,0,0,1469,0,164,0,0,45,0,0,0,0,43,0,5,0,38,23,1
BBB,2014B,603061,0,0,0,7,0,26,0,0,0,0,0,0,0,36,0,2,0,5,4,0
BBB,2014B,603112,0,0,0,34,0,26,0,0,15,0,0,0,0,18,0,1,0,8,3,1
BBB,2014B,603543,0,0,0,13,1,4,0,0,0,0,0,0,0,1,0,2,0,6,3,0
BBB,2014B,603739,0,0,0,11,1,45,0,1,39,0,0,0,0,27,0,11,0,33,8,0
BBB,2014B,603762,0,0,0,131,0,70,0,0,1,0,0,0,0,26,0,7,0,5,6,1
BBB,2014B,604106,0,0,0,3,0,43,0,0,2,0,0,0,0,46,0,4,0,17,4,1
BBB,2014B,604267,0,0,0,12,0,99,0,0,8,0,0,0,0,28,0,25,0,48,14,0
BBB,2014B,604962,0,0,0,764,2,619,0,0,4,0,0,0,0,49,0,48,0,75,89,1
BBB,2014B,605597,0,0,0,2,0,12,0,0,3,0,0,0,0,25,0,8,0,11,2,0
BBB,2014B,605672,0,0,0,33,0,50,0,0,5,0,0,0,0,33,0,74,0,13,4,1
BBB,2014B,605693,0,0,0,92,0,48,0,0,1,0,0,0,0,50,0,13,0,4,6,1
BBB,2014B,605996,0,0,0,5,0,29,0,0,6,0,0,0,0,32,0,6,0,10,9,1
BBB,2014B,606069,0,0,0,8,0,39,0,0,0,0,0,0,0,26,0,15,0,13,10,1
BBB,2014B,606313,0,0,0,5118,30,2242,0,0,29,0,0,0,0,45,0,87,0,132,45,1
BBB,2014B,606501,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0
BBB,2014B,606529,0,0,0,0,0,39,0,0,0,0,0,0,0,36,0,11,0,21,4,0
BBB,2014B,606634,0,0,0,45,0,38,0,0,3,0,0,0,0,61,0,7,0,14,3,1
BBB,2014B,606690,0,0,0,290,0,98,0,0,43,0,0,0,0,29,0,15,0,48,14,1
BBB,2014B,607108,0,0,0,38,0,44,0,0,7,0,0,0,0,42,0,2,0,4,9,0
BBB,2014B,607220,0,0,0,176,0,61,0,0,0,0,0,0,0,14,0,0,0,0,0,1
BBB,2014B,607529,0,0,0,42,0,71,0,0,24,0,0,0,0,28,0,0,0,7,5,1
BBB,2014B,607678,0,0,0,9,0,12,0,0,15,0,0,0,0,24,0,2,0,10,2,1
BBB,2014B,607953,0,0,0,22,0,5,0,0,3,0,0,0,0,31,0,0,0,2,2,0
BBB,2014B,608104,0,0,0,219,0,114,0,1,8,0,0,0,0,27,0,0,0,3,2,1
BBB,2014B,608110,0,0,0,17,0,60,0,1,6,0,0,0,0,34,0,6,0,16,13,1
BBB,2014B,608164,0,0,0,121,0,198,0,0,20,0,0,0,0,40,0,69,0,95,29,1
BBB,2014B,608407,0,0,0,460,0,172,0,0,61,0,0,0,0,51,0,31,0,53,23,1
BBB,2014B,609422,0,0,0,8,0,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0
BBB,2014B,609426,0,0,0,16,1,28,0,2,0,0,0,0,0,35,0,3,0,6,8,1
BBB,2014B,609596,0,0,0,1299,0,356,0,1,59,0,0,0,0,61,0,26,1,97,74,1
BBB,2014B,610340,0,0,0,0,0,10,0,0,0,0,0,0,0,31,0,0,0,0,0,0
BBB,2014B,610416,0,0,0,376,2,147,0,0,4,0,0,0,0,69,0,4,0,11,48,1
BBB,2014B,610759,0,0,0,48,0,97,0,0,0,0,0,0,0,23,0,30,0,27,31,1
BBB,2014B,610802,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,611233,0,0,0,33,7,100,0,0,0,0,0,0,0,36,0,14,0,19,3,0
BBB,2014B,611348,0,0,0,211,0,63,0,0,0,0,0,0,0,45,0,3,0,13,12,1
BBB,2014B,611475,0,0,0,74,0,53,0,0,1,0,0,0,0,33,0,6,0,13,3,1
BBB,2014B,611586,0,0,0,27,0,33,0,0,1,0,0,0,0,14,0,20,0,21,4,0
BBB,2014B,611974,0,0,0,157,0,59,0,1,19,0,0,0,0,26,0,23,0,18,4,0
BBB,2014B,612082,0,0,0,163,0,125,0,0,30,0,0,0,0,34,0,31,0,31,22,1
BBB,2014B,612120,0,0,0,135,2,41,0,0,8,0,0,0,0,42,0,11,0,30,6,0
BBB,2014B,612212,0,0,0,49,0,25,0,0,6,0,0,0,0,16,0,8,0,28,6,0
BBB,2014B,612370,0,0,0,41,0,104,0,0,7,0,0,0,0,38,0,54,0,72,39,0
BBB,2014B,612396,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,3,8,0
BBB,2014B,612600,0,0,0,0,0,43,0,0,0,0,0,0,0,35,0,17,0,16,4,0
BBB,2014B,612721,0,0,0,372,1,143,0,0,0,0,0,0,0,39,0,15,0,34,4,1
BBB,2014B,612756,0,0,0,741,1,274,0,4,49,0,0,0,0,67,0,63,0,122,4,1
BBB,2014B,612841,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,1,0,2,0,1
BBB,2014B,612862,0,0,0,771,1,164,0,0,14,0,0,0,0,49,0,5,0,26,7,1
BBB,2014B,612919,0,0,0,1912,3,536,0,0,155,0,0,0,0,36,0,19,0,30,14,1
BBB,2014B,613038,0,0,0,0,0,7,0,0,0,0,0,0,0,27,0,0,0,0,0,1
BBB,2014B,613047,0,0,0,7,0,11,0,0,0,0,0,0,0,39,0,1,0,1,4,0
BBB,2014B,613093,0,0,0,12,0,54,0,0,1,0,0,0,0,46,0,13,0,24,29,1
BBB,2014B,613161,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,1,0
BBB,2014B,613162,0,0,0,0,0,14,0,0,0,0,0,0,0,40,0,0,0,0,0,1
BBB,2014B,613170,0,0,0,165,0,56,0,0,0,0,0,0,0,29,0,2,0,4,1,1
BBB,2014B,613199,0,0,0,66,0,59,0,0,6,0,0,0,0,14,0,3,0,8,19,1
BBB,2014B,613205,0,0,0,2,0,50,0,0,2,0,0,0,0,32,0,6,0,11,8,0
BBB,2014B,613299,0,0,0,72,0,69,0,0,32,0,0,0,0,30,0,2,0,11,15,0
BBB,2014B,613355,0,0,0,91,0,75,0,0,1,0,0,0,0,25,0,7,0,23,5,1
BBB,2014B,613426,0,0,0,291,0,105,0,0,23,0,0,0,0,38,0,47,0,54,23,1
BBB,2014B,613512,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BBB,2014B,613586,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
BBB,2014B,613703,0,0,0,767,0,207,0,2,7,0,0,0,0,39,0,29,0,18,32,0
BBB,2014B,613718,0,0,0,49,0,26,0,0,17,0,0,0,0,29,0,7,0,14,3,1
BBB,2014B,613722,0,0,0,13,0,39,0,0,10,0,0,0,0,47,0,14,0,18,8,1
BBB,2014B,613743,0,0,0,7,0,72,0,0,4,0,0,0,0,74,0,22,0,41,20,1
BBB,2014B,613791,0,0,0,55,0,88,0,0,1,0,0,0,0,64,0,27,0,73,36,0
BBB,2014B,613832,0,0,0,24,0,40,0,0,0,0,0,0,0,38,0,12,0,32,20,0
BBB,2014B,613842,0,0,0,52,1,44,0,0,4,0,0,0,0,28,0,10,0,29,3,0
BBB,2014B,613856,0,0,0,102,0,67,0,0,2,0,0,0,0,31,0,3,0,9,34,1
BBB,2014B,613864,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,613874,0,0,0,60,0,29,0,0,0,0,0,0,0,37,0,2,0,5,5,1
BBB,2014B,613881,0,0,0,814,0,492,0,4,28,0,0,0,0,53,0,14,0,26,17,1
BBB,2014B,613932,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,1,0
BBB,2014B,613946,0,0,0,83,0,70,0,0,1,0,0,0,0,31,0,20,0,41,27,1
BBB,2014B,614039,0,0,0,143,1,101,0,1,0,0,0,0,0,41,0,9,0,21,21,1
BBB,2014B,614117,0,0,0,61,0,29,0,0,0,0,0,0,0,32,0,6,0,12,5,1
BBB,2014B,614130,0,0,0,74,0,67,0,0,1,0,0,0,0,35,0,5,0,14,7,1
BBB,2014B,614212,0,0,0,27,0,36,0,0,0,0,0,0,0,28,0,0,0,2,3,1
BBB,2014B,614357,0,0,0,0,0,25,0,0,3,0,0,0,0,47,0,15,0,33,8,1
BBB,2014B,614403,0,0,0,30,3,15,0,0,0,0,0,0,0,0,0,2,0,5,3,0
BBB,2014B,614583,0,0,0,96,0,102,0,0,34,0,0,0,0,37,0,9,0,26,5,1
BBB,2014B,614601,0,0,0,65,0,42,0,0,7,0,0,0,0,45,0,2,0,6,2,1
BBB,2014B,614629,0,0,0,142,0,223,0,1,14,0,0,0,0,55,0,43,0,71,37,1
BBB,2014B,614668,0,0,0,68,0,96,0,0,2,0,0,0,0,54,0,9,0,11,10,1
BBB,2014B,614693,0,0,0,1849,1,171,0,3,1,0,0,0,0,29,0,27,0,5,15,1
BBB,2014B,614728,0,0,0,36,0,58,0,0,3,0,0,0,0,26,0,13,0,24,5,1
BBB,2014B,614732,0,0,0,15,0,13,0,0,1,0,0,0,0,35,0,5,0,3,2,1
BBB,2014B,614734,0,0,0,28,2,56,0,0,1,0,0,0,0,31,0,8,0,23,20,0
BBB,2014B,614738,0,0,0,28,0,78,0,0,65,0,0,0,0,28,0,13,0,49,7,1
BBB,2014B,614741,0,0,0,3406,0,1381,0,0,22,0,0,0,0,36,0,10,0,27,36,1
BBB,2014B,614742,0,0,0,65,2,56,0,0,19,0,0,0,0,28,0,18,0,38,14,1
BBB,2014B,614744,0,0,0,51,0,36,0,0,0,0,0,0,0,29,0,0,0,0,3,1
BBB,2014B,614745,0,0,0,0,0,8,0,0,1,0,0,0,0,42,0,2,0,2,0,1
BBB,2014B,614813,0,0,0,7,0,58,0,0,7,0,0,0,0,19,0,23,0,25,11,0
BBB,2014B,614871,0,0,0,866,4,324,0,0,4,0,0,0,0,37,0,35,0,295,5,1
BBB,2014B,614909,0,0,0,138,0,85,0,0,43,0,0,0,0,38,0,1,0,13,12,1
BBB,2014B,615025,0,0,0,2,0,106,0,0,12,0,0,0,0,34,0,5,0,13,32,1
BBB,2014B,615028,0,0,0,31,0,46,0,0,7,0,0,0,0,45,0,26,0,49,12,1
BBB,2014B,615090,0,0,0,7,0,26,0,0,0,0,0,0,0,40,0,2,0,6,0,1
BBB,2014B,615173,0,0,0,0,0,16,0,0,1,0,0,0,0,44,0,5,0,5,2,0
BBB,2014B,615218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB,2014B,615259,0,0,0,130,0,95,0,0,23,0,0,0,0,37,0,12,0,31,33,1
BBB,2014B,615319,0,0,0,20,0,9,0,0,3,0,0,0,0,25,0,0,0,1,0,0
BBB,2014B,615443,0,0,0,114,0,38,0,0,4,0,0,0,0,27,0,7,0,17,7,1
BBB,2014B,616354,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,10,13,0
BBB,2014B,616377,0,0,0,89,0,137,0,6,5,0,0,0,0,40,0,14,0,34,7,0
BBB,2014B,616414,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,2,0
BBB,2014B,616464,0,0,0,28,1,13,0,0,0,0,0,0,0,0,0,1,0,2,2,0
BBB,2014B,616511,0,0,0,316,0,125,0,0,22,0,0,0,0,56,0,6,0,28,11,1
BBB,2014B,616526,0,0,0,107,0,104,0,1,0,0,0,0,0,70,0,37,0,10,36,0
BBB,2014B,616536,0,0,0,23,0,27,0,0,0,0,0,0,0,36,0,0,0,1,2,1
BBB,2014B,616670,0,0,0,1806,0,240,0,0,70,0,0,0,0,30,0,3,1,20,9,1
BBB,2014B,616739,0,0,0,48,0,14,0,1,17,0,0,0,0,48,0,0,0,2,2,0
BBB,2014B,616914,0,0,0,577,1,251,0,0,3,0,0,0,0,36,0,65,0,77,5,1
BBB,2014B,616919,0,0,0,3115,0,379,0,0,42,0,0,0,0,36,0,1,0,10,11,1
BBB,2014B,617012,0,0,0,2451,0,1384,0,2,35,0,0,0,0,33,0,116,0,173,36,1
BBB,2014B,617126,0,0,0,20,0,16,0,0,24,0,0,0,0,18,0,18,0,24,8,0
BBB,2014B,617134,0,0,0,265,0,70,0,2,11,0,0,0,0,28,0,6,0,15,15,0
BBB,2014B,617146,0,0,0,94,0,34,0,0,7,0,0,0,0,25,0,2,0,5,5,0
BBB,2014B,617147,0,0,0,15,0,23,0,0,0,0,0,0,0,38,0,3,0,4,3,0
BBB,2014B,617190,0,0,0,16,0,84,0,0,2,0,0,0,0,70,0,48,0,48,7,1
BBB,2014B,617225,0,0,0,3464,0,708,0,0,56,0,0,0,0,116,0,35,0,51,38,1
BBB,2014B,617287,0,0,0,0,0,13,0,0,0,0,0,0,0,17,0,1,0,3,2,0
BBB,2014B,617296,0,0,0,57,0,46,0,2,0,0,0,0,0,29,0,8,0,12,12,0
BBB,2014B,617297,0,0,0,56,0,42,0,2,0,0,0,0,0,27,0,7,0,20,11,0
BBB,2014B,617556,0,0,0,7,0,10,0,0,2,0,0,0,0,0,0,12,0,8,3,0
BBB,2014B,617560,0,0,0,16,0,25,0,0,0,0,0,0,0,25,0,1,0,1,0,1
BBB,2014B,617576,0,0,0,41,0,64,0,0,3,0,0,0,0,20,0,18,0,19,11,1
BBB,2014B,617714,0,0,0,0,0,21,0,0,0,0,0,0,0,17,0,5,0,18,10,0
BBB,2014B,617717,0,0,0,0,0,5,0,0,7,0,0,0,0,1,0,6,0,8,1,0
BBB,2014B,617764,0,0,0,56,0,21,0,2,0,0,0,0,0,37,0,2,0,8,4,1
BBB,2014B,617792,0,0,0,111,2,44,0,0,2,0,0,0,0,40,0,6,0,27,21,1
BBB,2014B,617813,0,0,0,120,0,31,0,0,3,0,0,0,0,38,0,1,0,5,1,1
BBB,2014B,617843,0,0,0,0,0,9,0,0,0,0,0,0,0,20,0,1,0,8,0,0
BBB,2014B,617959,0,0,0,20,0,74,0,0,1,0,0,0,0,17,0,44,0,53,19,0
BBB,2014B,618137,0,0,0,34,0,24,0,0,0,0,0,0,0,1,0,1,0,6,10,0
BBB,2014B,618145,0,0,0,159,1,63,0,0,0,0,0,0,0,30,0,2,0,11,6,1
BBB,2014B,618151,0,0,0,232,1,80,0,1,32,0,0,0,0,29,0,2,0,14,8,1
BBB,2014B,618197,0,0,0,57,0,33,0,0,0,0,0,0,0,15,0,2,0,4,1,0
BBB,2014B,618205,0,0,0,316,0,37,0,0,0,0,0,0,0,63,0,2,0,8,1,1
BBB,2014B,618258,0,0,0,339,0,187,0,0,52,0,0,0,0,34,0,25,0,43,18,1
BBB,2014B,618265,0,0,0,15,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0
BBB,2014B,618399,0,0,0,63,0,43,0,0,4,0,0,0,0,32,0,7,0,17,3,1
BBB,2014B,618586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1,0
BBB,2014B,618631,0,0,0,6,0,13,0,0,1,0,0,0,0,16,0,3,0,4,1,0
BBB,2014B,618632,0,0,0,211,0,82,0,0,0,0,0,0,0,40,0,4,0,7,12,0
BBB,2014B,618670,0,0,0,30,0,12,0,0,1,0,0,0,0,25,0,2,0,2,0,1
BBB,2014B,618673,0,0,0,27,0,19,0,0,1,0,0,0,0,37,0,3,0,4,1,0
BBB,2014B,618784,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,2,0,4,1,0
BBB,2014B,618816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0
BBB,2014B,618869,0,0,0,2,0,11,0,0,0,0,0,0,0,30,0,0,0,1,0,0
BBB,2014B,618882,0,0,0,49,0,109,0,0,0,0,0,0,0,51,0,45,0,33,11,1
BBB,2014B,618951,0,0,0,6,0,49,0,0,27,0,0,0,0,32,0,7,0,17,5,1
BBB,2014B,618965,0,0,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0
BBB,2014B,618981,0,0,0,237,0,143,0,0,6,0,0,0,0,38,0,25,0,49,17,1
BBB,2014B,619054,0,0,0,7,0,25,0,0,1,0,0,0,0,0,0,11,0,25,11,0
